Unnamed: 0,Year,Life_expectancy,Adult_Mortality,Alcohol,Percentage_expenditure,Hepatitis_B,Measles,BMI,Under_five_deaths,Polio,Total_expenditure,Diphtheria,Incidents_HIV,GDP,Population,Thinness_ten_nineteen_years,Thinness_five_nine_years,Income_composition_of_resources,Schooling,Region_Africa,Region_Asia,Region_Europe,Region_North America,Region_Oceania,Region_South America,Status_Developed
2539,2013,63.6,37.0,0.01,0.0,71.0,740,55.2,9,93.0,0.19726858877086495,93.0,0.1,0.0013998215443767098,0.13947428944862586,6.3,6.1,0.635,13.0,0,1,0,0,0,0,0
1114,2007,65.7,232.0,7.2,0.26003721811258884,94.0,0,4.3,1,94.0,0.4400606980273141,94.0,1.9,0.15349675621671188,0.05243747835074389,5.7,5.5,0.62,11.2,0,0,0,0,0,1,0
543,2000,47.6,44.0,0.25,0.015426521600430152,6.0,15,13.9,3,93.0,0.4271623672230653,93.0,0.1,0.010859425376084501,0.5849699119164518,11.5,11.4,0.0,4.7,1,0,0,0,0,0,0
1940,2001,72.9,134.0,0.55,0.4045580692028997,99.0,15,46.5,1,99.0,0.2389984825493171,99.0,0.1,0.5592991032444201,4.437974793604582e-05,7.1,6.9,0.705,10.7,0,1,0,0,0,0,0
1883,2009,57.1,263.0,0.11,0.004059898175216282,71.0,801,16.9,3,71.0,0.4802731411229136,71.0,1.1,0.022412271029274778,0.04178590410799455,11.0,1.8,0.307,4.2,1,0,0,0,0,0,0
2090,2012,81.2,69.0,9.56,0.0,99.0,2,3.4,2,99.0,0.4893778452200303,99.0,0.1,0.0013998215443767098,4.437974793604582e-05,1.5,1.0,0.682,12.4,0,1,0,0,0,0,0
511,2000,79.1,82.0,7.6,0.05390762159064016,6.0,206,57.8,2,88.0,0.6084977238239757,89.0,0.1,0.08493239884015652,0.002640893709339717,0.5,0.5,0.864,15.9,0,0,0,1,0,0,0
486,2009,54.8,373.0,5.89,0.0064799947822035235,8.0,251,25.4,3,79.0,0.38315629742033386,93.0,0.1,0.008019258903401216,0.04178590410799455,6.3,6.3,0.473,9.2,1,0,0,0,0,0,0
2577,2007,73.3,165.0,6.2,0.3731857507132092,96.0,15,24.6,14,98.0,0.22078907435508344,98.0,0.4,0.2620367070547086,0.04178590410799455,8.6,8.8,0.687,12.3,0,1,0,0,0,0,0
2555,2013,69.3,163.0,0.01,0.0007466499644436754,96.0,1,39.0,11,97.0,0.4628224582701062,96.0,0.2,0.0008271132891434796,0.057340202195287154,3.6,3.7,0.617,11.2,0,1,0,0,0,0,0
869,2012,76.3,135.0,0.01,0.05390762159064016,94.0,4,58.5,0,94.0,0.4332321699544765,94.0,0.1,0.08493239884015652,0.09274380042436048,1.9,1.9,0.85,16.5,0,0,1,0,0,0,0
2120,2014,74.8,135.0,0.01,0.0011296739855735868,94.0,59,59.9,2,94.0,0.3732928679817906,94.0,0.1,0.0006992765111589272,0.14016412064402942,2.6,2.8,0.797,14.7,0,0,1,0,0,0,1
1677,2005,72.1,168.0,3.94,0.3439189509781135,97.0,7,28.0,0,97.0,0.28983308042488615,97.0,0.1,0.33754693212798287,0.08612161728182108,7.7,7.6,0.704,13.0,1,0,0,0,0,0,0
2570,2014,74.6,152.0,6.41,0.5654623865987678,99.0,0,32.4,10,99.0,0.26327769347496205,99.0,0.1,0.39201832972181455,0.04178590410799455,7.8,7.8,0.737,13.6,0,1,0,0,0,0,0
120,2007,81.3,66.0,10.56,0.625314776245753,94.0,11,62.5,2,92.0,0.5978755690440061,92.0,0.1,0.32933250633940625,0.001980302157002158,0.7,0.6,0.918,19.0,0,0,0,0,1,0,1
1711,2003,67.5,18.0,3.15,0.0,89.0,0,62.8,0,88.0,0.6858877086494688,92.0,0.1,0.0013998215443767098,4.437974793604582e-05,0.2,0.2,0.612,10.4,0,0,0,0,1,0,0
952,2009,61.7,31.0,8.64,0.03748660047943576,79.0,0,33.0,3,74.0,0.2109256449165402,76.0,0.1,0.05028655502711493,0.1112592960328045,6.7,6.5,0.652,12.4,1,0,0,0,0,0,0
1423,2002,66.7,215.0,3.31,0.0,99.0,2,36.5,5,99.0,0.3626707132018209,98.0,0.1,0.0013998215443767098,4.437974793604582e-05,3.5,3.5,0.601,12.1,0,1,0,0,0,0,0
581,2010,73.6,15.0,4.28,0.08115176586870362,88.0,0,54.2,15,88.0,0.4635811836115326,88.0,0.1,0.04117886450415785,0.321977062656979,2.2,2.0,0.695,12.8,0,0,0,0,0,1,0
1253,2012,85.0,69.0,11.49,0.05390762159064016,95.0,107,6.5,0,95.0,0.5819423368740515,95.0,0.1,0.08493239884015652,0.3216264674163795,0.3,0.2,0.895,18.5,0,0,1,0,0,0,1
233,2006,68.9,243.0,12.6,0.2611521411584931,98.0,149,57.2,1,97.0,0.43171471927162364,99.0,0.1,0.2538501683023679,0.06765716834040834,2.2,2.4,0.723,14.6,0,0,1,0,0,0,0
387,2012,73.9,139.0,10.99,0.6101599072385687,95.0,1,63.9,1,95.0,0.4901365705614568,95.0,0.1,0.4868133913990696,0.051597382035219394,1.9,1.9,0.778,14.3,0,0,1,0,0,0,1
1468,2005,73.9,11.0,1.94,0.4515044111796185,77.0,618,6.8,1,74.0,0.5895295902883155,77.0,0.1,0.352262853360082,0.27955188318727536,4.7,4.6,0.0,13.7,0,1,0,0,0,0,0
111,2000,72.0,142.0,2.9,0.023473540423427426,55.0,15,47.1,1,96.0,0.424886191198786,93.0,0.1,0.040986642802189416,0.02591277470890077,2.1,2.2,0.639,11.2,0,1,0,0,0,0,0
1356,2005,64.6,294.0,6.94,0.2521473895791399,94.0,15,46.3,9,99.0,0.30728376327769347,98.0,0.1,0.24877274807011726,0.10620897159196885,2.4,2.5,0.737,13.9,0,1,0,0,0,0,0
218,2005,73.9,117.0,8.01,0.9397941573843626,92.0,0,46.9,0,91.0,0.3588770864946889,92.0,0.1,0.9385860954138917,4.437974793604582e-05,4.0,4.0,0.761,14.6,0,0,0,1,0,0,0
568,2007,74.4,96.0,3.88,0.2240577372556054,92.0,15,25.7,3,94.0,0.27845220030349016,93.0,0.1,0.17776841407335783,0.09240645768385565,4.7,4.1,0.659,11.4,0,1,0,0,0,0,0
1517,2004,71.5,141.0,0.01,0.022792948305572873,99.0,15,55.3,3,97.0,0.2132018209408194,97.0,0.1,0.03861702096937024,4.437974793604582e-05,5.5,5.4,0.747,15.9,1,0,0,0,0,0,0
1236,2013,69.5,17.0,0.01,0.32059042485831857,66.0,669,57.8,39,93.0,0.3998482549317147,68.0,0.1,0.4569158370267997,0.04178590410799455,5.3,5.1,0.659,10.3,0,1,0,0,0,0,0
1809,2002,55.7,452.0,5.09,0.1459970363859073,6.0,15,25.8,4,78.0,0.4188163884673748,77.0,0.1,0.1129690456867535,0.13758149586367735,14.7,14.8,0.556,11.8,1,0,0,0,0,0,0
485,2010,55.3,37.0,6.15,0.0723052679095237,84.0,240,26.0,3,83.0,0.3512898330804249,84.0,0.1,0.07795191550491602,0.1400600639766195,6.1,6.2,0.48,9.7,1,0,0,0,0,0,0
1506,2015,72.7,138.0,0.01,0.0,97.0,82,64.8,2,97.0,0.043247344461305,97.0,0.1,0.0013998215443767098,4.437974793604582e-05,5.8,5.5,0.719,13.4,1,0,0,0,0,0,0
366,2001,71.0,179.0,7.13,0.10711933587910522,91.0,1,44.5,3,99.0,0.49620637329286804,98.0,0.1,0.207570581102359,0.12463892196170659,3.4,3.4,0.685,14.3,0,0,0,0,0,1,0
670,2002,77.7,19.0,4.1,0.2398982547602316,98.0,0,51.3,1,98.0,0.44385432473444614,99.0,0.1,0.1974990412845501,4.437974793604582e-05,3.5,3.3,0.692,12.5,0,0,0,1,0,0,0
1562,2007,61.9,261.0,0.71,0.039722059070534034,84.0,0,16.7,51,83.0,0.3285280728376328,84.0,0.6,0.024824953177950863,0.04178590410799455,7.9,7.8,0.483,9.1,1,0,0,0,0,0,0
1206,2011,68.3,185.0,0.08,0.1518345956796965,81.0,15,23.8,3,81.0,0.15629742033383914,81.0,0.3,0.2397313611097434,0.04178590410799455,1.6,1.5,0.662,12.3,0,1,0,0,0,0,0
856,2009,61.4,311.0,0.63,0.0011287789541814415,92.0,82,15.5,9,92.0,0.20106221547799696,92.0,1.0,0.002776593624347442,0.03024234545411199,9.0,8.9,0.402,5.2,1,0,0,0,0,0,0
1097,2008,55.6,297.0,2.64,0.020281493835238175,6.0,12,21.9,7,77.0,0.44385432473444614,77.0,0.1,0.038399777745800064,0.010434205193577656,8.5,8.4,0.398,8.8,1,0,0,0,0,0,0
1748,2015,74.3,95.0,0.01,0.0,99.0,17,58.5,20,99.0,0.043247344461305,99.0,0.1,0.1877942569164385,0.24424483888746312,6.4,6.2,0.645,12.1,1,0,0,0,0,0,0
1289,2008,81.5,61.0,7.96,0.04756757230786019,96.0,15,59.9,2,96.0,0.6251896813353566,96.0,0.1,0.03052267879172013,0.04178590410799455,0.5,0.5,0.866,16.3,0,0,1,0,0,0,1
2118,2000,67.1,235.0,9.89,0.0,92.0,687,46.5,2,97.0,0.4552352048558422,95.0,0.1,0.0013998215443767098,4.437974793604582e-05,3.6,3.7,0.682,12.4,0,0,1,0,0,0,0
2204,2011,73.0,139.0,2.15,0.4003860121705899,58.0,0,72.9,0,93.0,0.39074355083459783,65.0,0.1,0.2601042525046263,0.013156507117784573,0.2,0.1,0.693,12.9,0,0,0,0,1,0,0
787,2014,76.0,121.0,3.82,0.05669567660322167,83.0,0,53.5,7,84.0,0.6456752655538696,83.0,0.1,0.4243800205785666,0.1117051129407508,1.2,1.1,0.737,14.0,0,0,0,0,0,1,0
1099,2006,54.4,36.0,3.22,0.015431346693442023,6.0,0,2.7,8,74.0,0.3960546282245827,71.0,0.1,0.027537079886734837,0.09905262154085206,8.9,8.8,0.388,8.3,1,0,0,0,0,0,0
29,2002,73.3,15.0,3.73,0.07489809296712059,96.0,16,46.9,1,98.0,0.428679817905918,98.0,0.1,0.09582148333706722,0.00024380393031288522,2.0,2.1,0.67,10.7,0,0,1,0,0,0,0
2077,2009,77.0,79.0,1.11,0.05390762159064016,99.0,112,65.6,0,98.0,0.15022761760242792,99.0,0.1,0.08493239884015652,4.437974793604582e-05,5.0,4.6,0.828,11.8,0,1,0,0,0,0,0
1106,2015,66.2,215.0,0.01,0.0,95.0,0,46.7,1,92.0,0.043247344461305,95.0,0.3,0.27288786556246697,0.053885086099179184,5.5,5.3,0.638,10.3,0,0,0,0,0,1,0
829,2004,70.0,215.0,2.9,0.28564578735796037,9.0,0,48.6,3,93.0,0.5045523520485584,93.0,0.3,0.1736393485488657,0.0004726725033762321,1.9,1.8,0.636,12.4,0,0,0,1,0,0,0
1364,2013,62.6,258.0,1.84,0.11890781276484978,93.0,190,2.7,3,94.0,0.3732928679817906,87.0,0.1,0.08100386931621358,0.04178590410799455,7.9,7.7,0.541,11.1,1,0,0,0,0,0,0
1093,2012,57.6,285.0,0.01,0.0006797255302323569,87.0,0,24.3,6,87.0,0.40288315629742033,87.0,0.1,0.004360292489834232,0.11486236332044546,7.7,7.5,0.416,9.1,1,0,0,0,0,0,0
183,2008,75.8,76.0,2.0,0.16593003501191458,97.0,2,58.5,0,97.0,0.1911987860394537,97.0,0.1,0.1561353559865843,4.437974793604582e-05,6.0,5.9,0.815,14.4,0,1,0,0,0,0,0
1017,2008,63.0,275.0,1.78,0.1153821854078967,93.0,82,24.2,61,92.0,0.3186646433990895,93.0,0.1,0.08069374408576997,0.16336546188118187,7.5,7.4,0.53,9.8,1,0,0,0,0,0,0
188,2003,75.0,85.0,2.16,0.8703671544140444,98.0,12,55.2,0,97.0,0.23444613050075874,97.0,0.1,0.9384624764770488,4.437974793604582e-05,6.1,5.9,0.798,13.7,0,1,0,0,0,0,0
170,2005,74.1,172.0,10.49,0.0,93.0,0,58.1,0,93.0,0.40212443095599393,93.0,0.1,0.0013998215443767098,4.437974793604582e-05,2.6,2.5,0.786,12.4,0,0,0,1,0,0,0
765,2003,58.0,325.0,1.02,0.06745687328576741,6.0,37,29.4,2,68.0,0.4226100151745068,68.0,0.1,0.054002830499266845,0.05319097764184032,6.1,5.9,0.378,3.5,1,0,0,0,0,0,0
43,2004,72.3,14.0,0.45,0.1579368052196511,81.0,15,47.9,23,86.0,0.21927162367223063,86.0,0.1,0.17140760427499555,0.2302121942634204,6.2,6.1,0.673,11.7,1,0,0,0,0,0,0
87,2008,75.4,126.0,8.41,0.05390762159064016,9.0,0,58.6,11,94.0,0.4559939301972686,93.0,0.1,0.5907616009479432,0.3072865611234754,1.0,0.9,0.792,16.3,0,0,0,0,0,1,0
2178,2005,73.1,16.0,12.32,0.0,95.0,0,39.6,0,95.0,0.424886191198786,95.0,0.2,0.0013998215443767098,4.437974793604582e-05,4.4,4.4,0.689,12.2,0,0,0,1,0,0,0
802,2015,79.0,159.0,0.01,0.0,93.0,15,61.1,60,93.0,0.043247344461305,93.0,0.1,0.0013998215443767098,4.437974793604582e-05,2.8,2.8,0.688,13.1,1,0,0,0,0,0,0
282,2005,56.5,285.0,1.13,0.005092960742735256,7.0,210,2.5,39,73.0,0.30955993930197273,93.0,0.1,0.003967499348264614,0.5597036348312164,8.7,8.6,0.43,8.5,1,0,0,0,0,0,0
2448,2008,72.3,172.0,2.1,0.012765903513052462,98.0,33,18.5,4,98.0,0.2116843702579666,98.0,0.1,0.01668392973065043,0.0013871651289559413,15.4,15.4,0.731,13.3,0,1,0,0,0,0,0
2574,2010,73.9,158.0,5.95,0.05137040828831048,98.0,15,27.9,12,99.0,0.23975720789074356,99.0,0.2,0.03785711794138689,0.047179882003665824,8.2,8.3,0.711,13.1,0,1,0,0,0,0,0
1213,2004,65.3,213.0,0.06,0.03967241756884645,64.0,15,18.2,3,79.0,0.13050075872534142,71.0,0.1,0.07568835217589233,0.04178590410799455,1.9,1.9,0.624,11.0,0,1,0,0,0,0,0
439,2008,54.0,437.0,2.69,0.0,74.0,12,23.8,3,58.0,0.4218512898330804,74.0,0.1,0.0013998215443767098,4.437974793604582e-05,6.6,6.6,0.682,12.4,1,0,0,0,0,0,0
1283,2014,82.5,57.0,7.56,0.05390762159064016,95.0,0,63.1,2,95.0,0.6525037936267071,95.0,0.1,0.08493239884015652,0.047602419387636326,0.6,0.6,0.877,16.3,0,0,1,0,0,0,1
1034,2007,79.4,8.0,9.67,0.05390762159064016,95.0,2,61.8,0,99.0,0.6646433990895295,99.0,0.1,0.08493239884015652,0.0805274495037675,0.8,0.7,0.855,16.4,0,0,1,0,0,0,0
2521,2015,83.4,49.0,0.01,0.0,6.0,35,57.4,0,97.0,0.043247344461305,97.0,0.1,0.5931692869162231,0.5807513396244143,0.4,0.3,0.938,16.0,0,0,1,0,0,0,1
1983,2007,61.1,295.0,0.71,0.06142623033341675,61.0,0,42.7,14,72.0,0.2845220030349014,71.0,1.4,0.06302393912847988,0.46474119760529425,1.4,1.3,0.461,8.6,0,0,0,0,1,0,0
2399,2009,56.5,449.0,7.6,0.5608197570173825,74.0,15,46.4,70,75.0,0.5872534142640364,76.0,0.1,0.38850618767696227,0.3685302283216445,8.1,9.8,0.622,12.8,1,0,0,0,0,0,0
149,2010,71.1,13.0,1.98,0.176694058199148,8.0,0,48.0,6,85.0,0.3550834597875569,81.0,0.1,0.38548558198399285,0.06691446738272239,2.8,2.9,0.737,11.7,0,1,0,0,0,0,0
1080,2009,57.3,297.0,0.18,0.017806117892167163,57.0,264,2.3,46,93.0,0.24279210925644917,57.0,0.1,0.028708153389181867,0.10913959720813998,8.4,8.4,0.376,8.1,1,0,0,0,0,0,0
2114,2004,68.0,225.0,12.27,0.0,99.0,4,47.9,1,98.0,0.5948406676783005,98.0,0.1,0.0013998215443767098,4.437974793604582e-05,3.2,3.4,0.682,12.4,0,0,1,0,0,0,0
2339,2005,74.0,141.0,10.81,0.0,99.0,0,53.1,0,99.0,0.5121396054628224,99.0,0.1,0.0013998215443767098,4.437974793604582e-05,1.4,1.5,0.784,14.0,0,0,1,0,0,0,1
1897,2011,52.3,375.0,8.75,0.13441732152208868,46.0,15,22.8,3,48.0,0.23065250379362667,48.0,0.1,0.16671935426388473,0.04178590410799455,11.0,1.9,0.5,9.6,1,0,0,0,0,0,0
2064,2006,78.5,96.0,13.11,0.05390762159064016,97.0,0,54.9,0,97.0,0.684370257966616,97.0,0.1,0.08493239884015652,0.10673900147670716,0.7,0.5,0.793,15.4,0,0,1,0,0,0,1
2124,2010,73.4,153.0,9.0,0.7046102051025345,98.0,193,56.9,2,94.0,0.3930197268588771,94.0,0.1,0.5474774083500711,0.15754607172056717,3.0,3.2,0.797,15.8,0,0,1,0,0,0,1
134,2009,82.0,77.0,11.3,0.05390762159064016,83.0,49,54.7,0,83.0,0.7996965098634294,83.0,0.1,0.08493239884015652,0.5850234828692153,1.7,1.9,0.87,15.3,0,0,1,0,0,0,1
1431,2010,63.6,218.0,5.95,0.0,74.0,153,18.0,13,76.0,0.15933232169954475,74.0,0.3,0.0013998215443767098,4.437974793604582e-05,9.3,9.5,0.535,9.6,0,1,0,0,0,0,0
1195,2006,64.8,28.0,1.37,0.024980689154665774,6.0,15,13.9,3,66.0,0.2731411229135053,65.0,0.3,0.05217383092335284,0.04178590410799455,3.3,3.3,0.536,9.7,0,1,0,0,0,0,0
1288,2009,81.6,61.0,7.25,0.05390762159064016,96.0,351,6.5,2,96.0,0.6646433990895295,96.0,0.1,0.08493239884015652,0.42038690288371594,0.5,0.5,0.868,16.3,0,0,1,0,0,0,1
2645,2003,72.0,153.0,1.79,0.032857425613874974,85.0,0,67.8,0,91.0,0.3983308042488619,93.0,0.1,0.015048950451289997,0.006994725645200421,0.1,0.1,0.683,13.7,0,0,0,0,1,0,0
1029,2012,84.0,76.0,8.2,0.05390762159064016,98.0,3,64.9,0,99.0,0.6517450682852808,99.0,0.1,0.08493239884015652,0.008027018271621559,0.8,0.7,0.858,16.8,0,0,1,0,0,0,0
1336,2009,73.3,118.0,0.59,0.47923060949516205,98.0,0,6.9,4,98.0,0.6745068285280729,98.0,0.1,0.23035108290180756,0.4782877769877698,3.8,3.8,0.742,13.6,0,1,0,0,0,0,0
533,2010,51.2,364.0,0.5,0.03122514891048455,39.0,194,17.1,3,43.0,0.17450682852807284,93.0,0.1,0.059057720674264964,0.08334967107154527,9.4,9.3,0.36,6.7,1,0,0,0,0,0,0
2325,2003,79.3,73.0,1.43,0.05390762159064016,95.0,33,29.6,0,96.0,0.22610015174506826,96.0,0.1,0.08493239884015652,4.437974793604582e-05,2.1,2.0,0.819,12.7,0,1,0,0,0,0,1
1807,2004,54.7,483.0,4.8,0.2639173853955223,6.0,4,27.2,4,81.0,0.4415781487101669,81.0,0.1,0.21689597517379441,0.002047055490812301,13.7,13.7,0.559,11.7,1,0,0,0,0,0,0
2140,2010,68.4,256.0,11.05,0.11667077009540042,97.0,129,57.5,17,98.0,0.46889226100151743,97.0,0.2,0.11042903379591544,0.04178590410799455,2.3,2.5,0.773,13.7,0,0,1,0,0,0,0
2154,2012,64.6,239.0,0.01,0.007004651999643716,98.0,75,19.5,18,98.0,0.5333839150227617,98.0,0.7,0.04468591395063444,0.12543028553878774,6.1,6.1,0.475,10.5,1,0,0,0,0,0,0
840,2009,55.7,34.0,7.97,0.08246001797700438,6.0,78,21.7,4,57.0,0.3543247344461305,43.0,0.1,0.1089973482297057,0.00694718493057513,9.2,9.2,0.59,9.1,1,0,0,0,0,0,0
460,2003,71.1,144.0,4.16,0.14983392889357774,66.0,0,23.2,0,93.0,0.3300455235204856,92.0,0.9,0.11662813638778172,0.0032333996659528546,8.9,8.9,0.572,11.3,1,0,0,0,0,0,0
221,2002,73.5,123.0,7.59,0.09538071405980487,66.0,0,44.6,0,86.0,0.3877086494688922,87.0,0.8,0.770400946321153,4.437974793604582e-05,4.2,4.1,0.749,14.0,0,0,0,1,0,0,0
1817,2011,68.4,172.0,0.27,0.08034863583003556,92.0,15,16.9,27,92.0,0.4613050075872534,92.0,0.2,0.04556494176850315,0.04178590410799455,16.5,16.9,0.529,12.0,0,1,0,0,0,0,0
1509,2012,72.9,133.0,0.01,0.0,98.0,320,61.8,2,98.0,0.2769347496206373,98.0,0.1,0.0013998215443767098,4.437974793604582e-05,5.6,5.4,0.706,13.7,1,0,0,0,0,0,0
1613,2004,73.4,16.0,1.6,0.4385016872257143,97.0,37,17.3,0,96.0,0.39757207890743546,96.0,0.1,0.254187896132708,1.9493095377331634e-05,14.5,14.6,0.617,12.2,0,1,0,0,0,0,0
1539,2014,81.7,65.0,11.12,0.05390762159064016,94.0,0,6.9,0,99.0,0.47723823975720786,99.0,0.1,0.08493239884015652,0.039006174683377436,1.0,0.9,0.892,13.9,0,0,1,0,0,0,1
2092,2010,87.0,74.0,9.23,0.0,94.0,114,29.5,2,95.0,0.4658573596358118,94.0,0.1,0.0013998215443767098,4.437974793604582e-05,1.5,1.0,0.682,12.4,0,1,0,0,0,0,0
173,2002,73.1,19.0,10.85,0.0,89.0,0,56.0,0,93.0,0.3497723823975721,94.0,0.1,0.0013998215443767098,4.437974793604582e-05,2.6,2.6,0.781,12.1,0,0,0,1,0,0,0
2117,2001,67.6,228.0,10.98,0.0,94.0,457,46.8,1,98.0,0.4817905918057663,97.0,0.1,0.0013998215443767098,4.437974793604582e-05,3.5,3.6,0.682,12.4,0,0,1,0,0,0,0
1207,2010,68.1,187.0,0.08,0.13654712576123876,83.0,15,22.9,3,82.0,0.15857359635811838,81.0,0.3,0.20536204709775838,0.04178590410799455,1.6,1.5,0.656,12.1,0,1,0,0,0,0,0
1200,2001,62.9,222.0,1.0,0.013618071909615516,6.0,15,11.8,3,58.0,0.2921092564491654,59.0,0.3,0.029397757223555834,0.04178590410799455,3.3,3.3,0.494,8.3,0,1,0,0,0,0,0
2861,2012,73.7,161.0,6.7,0.0,81.0,1,6.4,10,73.0,0.3148710166919575,81.0,0.1,0.0013998215443767098,4.437974793604582e-05,1.6,1.5,0.767,14.1,0,0,0,0,0,1,0
2580,2004,71.6,189.0,6.17,0.21595808296113667,96.0,15,21.7,16,98.0,0.21699544764795142,98.0,0.5,0.17542382426846642,0.04573143282665309,9.0,9.2,0.674,11.9,0,1,0,0,0,0,0
1058,2015,71.9,186.0,0.01,0.0,74.0,0,5.6,12,93.0,0.043247344461305,74.0,0.4,0.25882334156033215,0.04178590410799455,1.2,1.2,0.637,10.7,0,0,0,1,0,0,0
1432,2009,63.1,223.0,5.18,0.0,67.0,78,17.3,14,67.0,0.23672230652503795,67.0,0.2,0.0013998215443767098,4.437974793604582e-05,9.4,9.6,0.525,9.4,0,1,0,0,0,0,0
1498,2007,57.9,286.0,4.03,0.0026420768706068567,6.0,1,22.9,14,67.0,0.04476479514415781,65.0,0.1,0.0012995625239751458,0.2463210639022933,7.9,7.8,0.383,9.9,1,0,0,0,0,0,0
314,2005,65.7,222.0,2.86,0.0,85.0,0,46.0,16,84.0,0.3808801213960546,85.0,0.2,0.0013998215443767098,4.437974793604582e-05,1.3,1.2,0.622,14.4,0,0,0,0,0,1,0
152,2007,73.0,14.0,1.02,0.1261314159285678,62.0,0,45.9,7,81.0,0.3376327769347496,79.0,0.1,0.2540627962130597,0.006014741828676727,2.8,2.9,0.708,11.6,0,1,0,0,0,0,0
